ID,STASH,STASHmaster description,Units,Valid from,Valid to,CF standard name,CF info,PP conditions
1,24223,CM4: LOW CLOUD AMOUNT,,,407,,,
1,24224,CM4: PRESSURE AT MEAN SEA LEVEL,,,407,,,
2,101,POTENTIAL TEMPERATURE (OCEAN) DEG.C,degC,,,sea_water_potential_temperature,,
2,102,SALINITY (OCEAN) (PSU-35)/1000,1e3 psu @0.035,,,sea_water_salinity,,
2,103,OCN EXTRACER 1: CONVEN TCO2,,,503,,,
2,104,OCN EXTRACER 2: CONVEN ALAKLINITY,,,503,,,
2,105,OCN EXTRACER 3: CONVEN NUTRIENT,,,503,,,
2,106,OCN EXTRACER 4: CONVEN PHYTOPLNKTN,,,503,,,
2,107,OCN EXTRACER 5: CONVEN ZOOPLNKTN,,,503,,,
2,108,OCN EXTRACER 6: CONVEN DETRITUS,,,503,,,
2,109,OCN EXTRACER 7: CONVEN TRITIUM,,,503,,,
2,110,OCN EXTRACER 8: CONVEN 3H+3HE,,,503,,,
2,111,OCN EXTRACER 9: CONVEN CFC11,,,503,,,
2,112,OCN EXTRACER 10: CONVEN CFC12,,,503,,,
2,113,OCN EXTRACER 11: CONVEN CFC13,,,503,,,
2,114,OCN EXTRACER 12: CONVEN CARBON14,,,601,,,
2,115,OCN EXTRACER 13: CONVEN --------,,,601,,,
2,116,OCN EXTRACER 14: CONVEN --------,,,503,,,
2,117,OCN EXTRACER 15: CONVEN -------,,,601,,,
2,118,OCN EXTRACER 16: CONVEN -------,,,503,,,
2,119,OCN EXTRACER 17: CONVEN -------,,,503,,,
2,120,OCN EXTRACER 18: CONVEN -------,,,503,,,
2,121,BAROCLINIC U_VELOCITY (OCEAN) CM/S,cm s-1,,,baroclinic_eastward_sea_water_velocity,,
2,122,BAROCLINIC V_VELOCITY (OCEAN) CM/S,cm s-1,,,baroclinic_northward_sea_water_velocity,,
2,130,STREAMFUNCTION (OCEAN) CM3/S,cm3 s-1,,,ocean_barotropic_streamfunction,,
2,131,STREAMFUNCTION (T-1) (OCEAN) CM3/S,cm3 s-1,,,ocean_barotropic_streamfunction,,
2,132,STREAMFN TENDENCY (OCEAN) CM3/S/TS,cm3 s-2,,,tendency_of_ocean_barotropic_streamfunction,user_delta_t,
2,133,STREAMFN TENDENCY(T-1)(OCN) CM3/S/TS,cm3 s-2,,,tendency_of_ocean_barotropic_streamfunction,user_delta_t,
2,134,SURFACE ELEVATION (OCEAN) CM,cm,,502,sea_surface_height_above_geoid,,
2,135,BAROTROPIC U_VELOCITY (OCEAN) CM/S,cm s-1,,,barotropic_eastward_sea_water_velocity,,
2,136,BAROTROPIC V_VELOCITY (OCEAN) CM/S,cm s-1,,,barotropic_northward_sea_water_velocity,,
2,137,MIXED LAYER DEPTH (OCEAN) M,m,,,ocean_mixed_layer_thickness,,
2,139,ISX X OCEAN/ICE STRESS (ICE) N/M2,Pa,,,downward_eastward_stress_at_sea_ice_base,,
2,140,ISY Y OCEAN/ICE STRESS (ICE) N/M2,Pa,,,downward_northward_stress_at_sea_ice_base,,
2,141,SNOW DEPTH (OCEAN) M,m,,503,surface_snow_thickness,where_sea_ice,
2,142,GBM CARYHEAT MISC HEAT FLX(ICE) W/M2,,,,,,
2,143,GBM HEAT FLUX:OCEAN TO ICE(OCN) W/M2,W m-2,,,upward_sea_ice_basal_heat_flux,,
2,144,RATE OF SALINITY CHANGE (ICE) PSU/S,,,,,,
2,145,ICY : TRUE IF BOX CONTAINS ICE,,,,,,
2,146,AICE : ICE CONCENTRATION,1,,503,sea_ice_area_fraction,,
2,147,HICE: MEAN ICE DEPTH OVER GRIDBOX M,m,,503,sea_ice_thickness,,
2,148,ICE U_VELOCITY M/S,m s-1,,,eastward_sea_ice_velocity,,
2,149,ICE V_VELOCITY M/S,m s-1,,,northward_sea_ice_velocity,,
2,150,TAUX: X_WINDSTRESS N/M2 A,Pa,,,surface_downward_eastward_stress,,
2,151,TAUY: Y_WINDSTRESS N/M2 A,Pa,,,surface_downward_northward_stress,,
2,152,WME: WIND MIXING ENERGY FLUX W/M2 A,W m-2,,,wind_mixing_energy_flux_into_sea_water,,
2,153,SURFACE PRESSURE N/M2 A,Pa,,403,,,
2,161,SOL: PEN.SOLAR*LF INTO OCEAN W/M2 A,W m-2,,,,,
2,162,HTN:NONPEN.HT.FLX*LF INTO OCN W/M2 A,W m-2,,,,,
2,165,PLE:PRECIP-EVAP INTO OCEAN KG/M2/S A,kg m-2 s-1,,,,,
2,166,RIVER OUTFLOW INTO OCEAN KG/M2/S A,kg m-2 s-1,,,water_flux_into_sea_water_from_rivers,,
2,167,WATER TYPE A,,,,,,
2,170,SOLAR RADIATION OVER ICE W/M2 A,,,,,,
2,171,SNOWFALL INTO OCN/ONTO ICE KG/M2/S A,kg m-2 s-1,,,snowfall_flux,where_sea,
2,172,SUBLIMATION FROM SEAICE KG/M2/S A,,,,,,
2,175,LAT B'DARY CONDITIONS (BOUNDARY),,,,,,
2,176,LAT B'DARY TENDENCIES (BOUNDARY),,,,,,
2,180,REF. SEA SURF. TEMPERATURE DEG.C A,K,,,sea_surface_temperature,,
2,181,REF.SEA SURF.SALINITY(PSU-35)/1000 A,1e3 psu @0.035,,,sea_surface_salinity,,
2,182,CLIM. AIR TEMPERATURE DEG.C A,K,,,air_temperature,,
2,183,CLIMATOLOGICAL ICE DEPTH M A,m,,,sea_ice_thickness,,
2,185,OCEAN HEAT FLUX CORRECTION W/M2 A,W m-2,,,heat_flux_correction,where_sea,
2,186,P-E FLUX CORRECTION KG/M2/S A,Kg m-2 s-1,,,water_flux_correction,,
2,190,GBM SEAICE TOPMELT HEAT FLUX W/M2 A,W m-2,,503,surface_snow_and_ice_melt_heat_flux,where_sea_ice,
2,191,GBM SEAICE BOTMELT HEAT FLUX W/M2 A,W m-2,,503,downward_heat_flux_in_sea_ice,,
2,192,CONJUGATE GRADIENT RESIDUAL (TS),,401,502,,,
2,193,CONJUGATE GRADIENT RESIDUAL (TS-1),,401,502,,,
2,194,THICKNESS DIFF COEFF (OCEAN) CM2/S,,403,,,,
2,195,SURFACE ELEVATION(DTBT-1)(OCEAN) CM,,404,502,,,
2,196,B'TROPIC U_FLUX (DTBT-1)(OCEAN)CM2/S,,404,,,,
2,197,B'TROPIC V_FLUX (DTBT-1)(OCEAN)CM2/S,,404,,,,
2,198,B'TROPIC U_FLUX (DTBC-1)(OCEAN)CM2/S,,404,502,,,
2,199,B'TROPIC V_FLUX (DTBC-1)(OCEAN)CM2/S,,404,502,,,
2,200,CO2 ATMOS LEVEL 1 CONC ppmv,,405,606,,,
2,30201,VERT.VEL. ON OCEAN HALF LEVELS CM/S,cm s-1,,,upward_sea_water_velocity,,
2,30202,MIXED LAYER DEPTH M,m,,,ocean_mixed_layer_thickness,,
2,30203,ANOMALOUS HEAT FLUX W/M2,,,,,,
2,30204,ANOMALOUS SALINITY FLUX KG/M2/S,,,,,,
2,30205,ANOMALOUS SEA ICE HEAT FLUX W/M2,,,,,,
2,30206,GBM HTN INTO OCEAN BUDGET W/M**2,,,,,,
2,30207,SNOWRATE WHERE NO ICE KG M**-2 S**-1,,,,,,
2,30208,CARYHEAT AFTER ROW CALCULATION W/M2,,,,,,
2,30210,DTHETA/DT IN TOTAL K/Gs,,403,,,,
2,30210,DTHETA/DT IN TOTAL (OCN) K/S,,,402,,,
2,30211,MEAD DIAGNOSTICS: TEMPERATURE W,PW,,,northward_ocean_heat_transport,mead_ipag_godt,
2,30212,MEAD DIAGNOSTICS: SALINITY KG/S,1e7kg s-1,,,northward_ocean_salt_transport,mead_ipag_godt,
2,30213,MEAD DIAGNOSTICS: EXTRA TRACER 1,,,,,,
2,30214,MEAD DIAGNOSTICS: EXTRA TRACER 2,,,,,,
2,30215,MEAD DIAGNOSTICS: EXTRA TRACER 3,,,,,,
2,30216,MEAD DIAGNOSTICS: EXTRA TRACER 4,,,,,,
2,30217,MEAD DIAGNOSTICS: EXTRA TRACER 5,,,,,,
2,30218,MEAD DIAGNOSTICS: EXTRA TRACER 6,,,,,,
2,30219,MEAD DIAGNOSTICS: EXTRA TRACER 7,,,,,,
2,30220,MEAD DIAGNOSTICS: EXTRA TRACER 8,,,,,,
2,30221,MEAD DIAGNOSTICS: EXTRA TRACER 9,,,,,,
2,30222,MEAD DIAGNOSTICS: EXTRA TRACER 10,,,,,,
2,30223,MEAD DIAGNOSTICS: EXTRA TRACER 11,,,,,,
2,30224,MEAD DIAGNOSTICS: EXTRA TRACER 12,,,,,,
2,30225,MEAD DIAGNOSTICS: EXTRA TRACER 13,,,,,,
2,30226,MEAD DIAGNOSTICS: EXTRA TRACER 14,,,,,,
2,30227,MEAD DIAGNOSTICS: EXTRA TRACER 15,,,,,,
2,30228,MEAD DIAGNOSTICS: EXTRA TRACER 16,,,,,,
2,30229,MEAD DIAGNOSTICS: EXTRA TRACER 17,,,,,,
2,30230,MEAD DIAGNOSTICS: EXTRA TRACER 18,,,,,,
2,30231,DTHETA/DT FROM X-ADVECTION K/Gs,,403,,,,
2,30231,DTHETA/DT FROM X-ADVECTION (OCN) K/S,,,402,,,
2,30232,DTHETA/DT FROM Y-ADVECTION K/Gs,,403,,,,
2,30232,DTHETA/DT FROM Y-ADVECTION (OCN) K/S,,,402,,,
2,30233,DTHETA/DT FROM Z-ADVECTION K/Gs,,403,,,,
2,30233,DTHETA/DT FROM Z-ADVECTION (OCN) K/S,,,402,,,
2,30234,DTHETA/DT FROM X-DIFFUSION K/Gs,,403,,,,
2,30234,DTHETA/DT FROM X-DIFFUSION (OCN) K/S,,,402,,,
2,30235,DTHETA/DT FROM Y-DIFFUSION K/Gs,,403,,,,
2,30235,DTHETA/DT FROM Y-DIFFUSION (OCN) K/S,,,402,,,
2,30236,DTHETA/DT FROM Z-DIFFUSION K/Gs,,403,,,,
2,30236,DTHETA/DT FROM Z-DIFFUSION (OCN) K/S,,,402,,,
2,30237,DTHETA/DT FROM SFC. FLUXES K/Gs,,403,,,,
2,30237,DTHETA/DT FROM SFC. FLUXES (OCN) K/S,,,402,,,
2,30238,DTHETA/DT FROM PEN. SOLAR K/Gs,,403,,,,
2,30238,DTHETA/DT FROM PEN. SOLAR (OCN) K/S,,,402,,,
2,30239,DTHETA/DT FROM ICE PHYSICS K/Gs,,403,,,,
2,30239,DTHETA/DT FROM ICE PHYSICS (OCN) K/S,,,402,,,
2,30240,DTHETA/DT FROM ML PHYSICS K/Gs,,403,,,,
2,30240,DTHETA/DT FROM ML PHYSICS (OCN) K/S,,,402,,,
2,30241,DTHETA/DT FROM CONVECTION K/Gs,,403,,,,
2,30241,DTHETA/DT FROM CONVECTION (OCN) K/S,,,402,,,
2,30242,DTHETA/DT FROM ADVECTION K/Gs,,404,,,,
2,30242,DTHETA/DT FROM Z-ADV+Z-DIFF K/Gs,,403,403,,,
2,30242,DTHETA/DT FROM Z-ADV+Z-DIFF(OCN) K/S,,,402,,,
2,30243,DTHETA/DT FROM FOURIER FILT K/Gs,,403,,,,
2,30243,DTHETA/DT FROM FOURIER FILT(OCN) K/S,,,402,,,
2,30244,DTHETA/DT FROM ROBERT FILT K/Gs,,403,,,,
2,30244,DTHETA/DT FROM ROBERT FILT (OCN) K/S,,,402,,,
2,30245,DTHETA/DT FROM MED. OUTFLOW K/Gs,,403,,,,
2,30245,DTHETA/DT FROM MED. OUTFLOW(OCN) K/S,,,402,,,
2,30246,BAROCLINIC X-ACCN (ZUN) CM/S**2,,,,,,
2,30247,BAROCLINIC Y-ACCN (ZVN) CM/S**2,,,,,,
2,30248,PCO2 (OCEAN),,,,,,
2,30249,CO2 FLUX (AIR-TO-SEA) (MOLE-C/M2/YR),,,,,,
2,30250,CO2 INVASION RATE (MOLE-C/M2/YR),,,503,,,
2,30251,CO2 EVASION RATE (MOLE-C/M2/YR),,,503,,,
2,30252,PRIMARY PRODUCTION (GC/M2/DAY),,,601,,,
2,30253,ZOOPLTN PRODUCTION (GC/M2/DAY),,,601,,,
2,30254,PHYTO SPECIFIC GROWTH RATE (1/DAY),,,601,,,
2,30255,PHYTO SPECIFIC GRAZING RATE (1/DAY),,,601,,,
2,30256,PHYTO SPECIFIC MORTALITY (1/DAY),,,601,,,
2,30257,NITRATE GAIN-EXCRETION (MMOL-N/M2/D),,,601,,,
2,30258,NITRATE LOSS - GROWTH (MMOL-N/M2/D),,,601,,,
2,30259,NITRATE GAIN-PHY MORT (MMOL-N/M2/D),,,601,,,
2,30260,NITRATE GAIN-ZOO MORT (MMOL-N/M2/D),,,601,,,
2,30261,NITRATE GAIN-PHY RESP (MMOL-N/M2/D),,,601,,,
2,30262,NITRATE GAIN-REMIN (MMOL-N/M2/D),,,601,,,
2,30263,NUTRIENT LIMITATION,,,601,,,
2,30264,LIGHT LIMITATION,,,601,,,
2,30265,TEMPERATURE LIMITATION,,,601,,,
2,30266,DETRITUS FLUX (MMOL-N/M2/D),,,601,,,
2,30267,VERTICAL NITRATE FLUX (MMOL-N/M2/D),,,601,,,
2,30268,HORIZ NITRATE ADVECT RATE(MMOL/M3/D),,,601,,,
2,30269,VERT NITRATE ADVECTN RATE(MMOL/M3/D),,,601,,,
2,30270,HORIZ NITRATE DIFFUSION (MMOL/M3/D),,,601,,,
2,30271,VERT NITRATE DIFFUSION (MMOL/M3/D),,,601,,,
2,30272,NITRATE MIXING DUE TO MLM(MMOL/M3/D),,,601,,,
2,30273,NITRATE CONVECTION (MMOL/M3/D),,,601,,,
2,30274,NITRATE CHANGE - BIOLOGY (MMOL/M3/D),,,601,,,
2,30275,NITRATE CHANGE-RESETTING (MMOL/M3/D),,,601,,,
2,30276,HORIZ PHYTO ADVECT RATE(MMOL-N/M3/D),,,601,,,
2,30277,HORIZ ZOO ADVECT RATE(MMOL-N/M3/D),,,601,,,
2,30278,HORIZ DETRI ADVECT RATE(MMOL-N/M3/D),,,601,,,
2,30279,"ANOM. HEAT ""SINK"" AT OCN FLOOR W/M2",,,,,,
2,30280,WATER_FLUX*SALINITY/DENSITY M S**-1,,,402,,,
2,30280,WATER_FLUX*SALINITY/DENSITY m Gs**-1,,403,,,,
2,30281,GM EDDY U VELOCITY (OCEAN),,401,,,,
2,30282,GM EDDY V VELOCITY (N FACE) (OCEAN),,401,,,,
2,30283,GM EDDY W VEL (TOP FACE) (OCEAN),,401,,,,
2,30284,DTHETA/DT FROM G&MCW SCHEME K/Gs,,403,,,,
2,30284,DTHETA/DT FROM G&MCW SCHEME K/S,,401,402,,,
2,30285,RIGID-LID PRESSURE/PA,,401,601,,,
2,30286,KM VERTICAL MOMENTUM DIFFUSION COEFF,,403,404.1,,,
2,30286,OLD- DO NOT USE: KM,,405,,,,
2,30287,KT VERTICAL TRACER DIFFUSION COEFF,,403,404.1,,,
2,30287,OLD- DO NOT USE: KT,,405,,,,
2,30288,OLD- DO NOT USE: RIM,,405,,,,
2,30288,RIM RICHARDSON NO MOMENTUM,,403,404.1,,,
2,30289,OLD- DO NOT USE: RIT,,405,,,,
2,30289,RIT RICHARDSON NO TRACER,,403,404.1,,,
2,30290,HM MAX DEPTH LARGE SCHEME MOMENTUM,,403,,,,
2,30291,HT MAX DEPTH LARGE SCHEME TRACER,,403,,,,
2,30292,OLD- DO NOT USE: VIRT A-S FLUX CO2,,405,503,,,
2,30292,VIRTUAL AIR-SEA FLUX OF CO2,,404,404.1,,,
2,30293,OLD- DO NOT USE: VIRT A-S FLUX ALK,,405,503,,,
2,30293,VIRTUAL AIR-SEA FLUX OF ALKALINITY,,404,404.1,,,
2,30294,RICHARDSON NO CALC FROM MLD ROUTINE,,405,505,,,
2,30296,KM VERT MOM DIFF COEFF,,405,505,,,
2,30297,KT VERT TRACER DIFF COEFF,,405,505,,,
2,30298,RIM RICHARDSON NUMBER MOMENTUM,,405,505,,,
2,30299,RIT RICHARDSON NUMBER TRACER,,405,505,,,
2,30301,TEMPERATURE (OCEAN) DEG.C,,404,,,,
2,30302,LM MONIN OBUKHOV LENGTH MOMENTUM,,405,,,,
2,30303,LT MONIN OBUKHOV LENGTH TRACER,,405,,,,
2,30306,DS/DT FROM X-ADVECTION (OCN) S**-1,,401,402,,,
2,30306,DS/DT FROM X-ADVECTION (OCN) Gs**-1,,403,,,,
2,30307,DS/DT FROM Y-ADVECTION (OCN) S**-1,,401,402,,,
2,30307,DS/DT FROM Y-ADVECTION (OCN) Gs**-1,,403,,,,
2,30308,DS/DT FROM Z-ADVECTION (OCN) S**-1,,401,402,,,
2,30308,DS/DT FROM Z-ADVECTION (OCN) Gs**-1,,403,,,,
2,30309,DS/DT FROM X-DIFFUSION (OCN) S**-1,,401,402,,,
2,30309,DS/DT FROM X-DIFFUSION (OCN) Gs**-1,,403,,,,
2,30310,DS/DT FROM Y-DIFFUSION (OCN) S**-1,,401,402,,,
2,30310,DS/DT FROM Y-DIFFUSION (OCN) Gs**-1,,403,,,,
2,30311,DS/DT FROM Z-DIFFUSION (OCN) S**-1,,401,402,,,
2,30311,DS/DT FROM Z-DIFFUSION (OCN) Gs**-1,,403,,,,
2,30312,DS/DT FROM SFC. FLUXES (OCN) S**-1,,401,402,,,
2,30312,DS/DT FROM SFC. FLUXES (OCN) Gs**-1,,403,,,,
2,30313,DS/DT FROM ICE PHYSICS (OCN) S**-1,,401,402,,,
2,30313,DS/DT FROM ICE PHYSICS (OCN) Gs**-1,,403,,,,
2,30314,DS/DT FROM ML PHYSICS (OCN) S**-1,,401,402,,,
2,30314,DS/DT FROM ML PHYSICS (OCN) Gs**-1,,403,,,,
2,30315,DS/DT FROM CONVECTION (OCN) S**-1,,401,402,,,
2,30315,DS/DT FROM CONVECTION (OCN) Gs**-1,,403,,,,
2,30316,DS/DT FROM ADVECTION Gs**-1,,404,,,,
2,30316,DS/DT FROM Z-ADV+Z-DIFF (OCN) S**-1,,401,402,,,
2,30316,DS/DT FROM Z-ADV+Z-DIFF (OCN) Gs**-1,,403,403,,,
2,30317,DS/DT FROM FOURIER FILT (OCN) S**-1,,401,402,,,
2,30317,DS/DT FROM FOURIER FILT (OCN) Gs**-1,,403,,,,
2,30318,DS/DT FROM ROBERT FILT (OCN) S**-1,,401,402,,,
2,30318,DS/DT FROM ROBERT FILT (OCN) Gs**-1,,403,,,,
2,30319,DS/DT FROM MED. OUTFLOW (OCN) S**-1,,401,402,,,
2,30319,DS/DT FROM MED. OUTFLOW (OCN) Gs**-1,,403,,,,
2,30320,TOTAL OCEAN U-VELOCITY CM S**-1,cm s-1,401,,eastward_sea_water_velocity,,
2,30321,TOTAL OCEAN V-VELOCITY CM S**-1,cm s-1,401,,northward_sea_water_velocity,,
2,30322,DS/DT FROM G&MCW SCHEME Gs**-1,,404,,,,
2,31201,HR: RECIP.OF DEPTH AT UV POINTS 1/CM,,,,,,
2,31202,CHANGE IN VORTICITY ACROSS TSTEP:ZTD,,,,,,
2,31211,ZMN VORTY FORCING: ADVECTION S*-2,,401,,,,
2,31212,ZMN VORTY FORCING: HOR DIFFN S*-2,,401,,,,
2,31213,ZMN VORTY FORCING: VRT DIFFN S*-2,,401,,,,
2,31214,ZMN VORTY FORCING: CORIOLIS S*-2,,401,,,,
2,31215,ZMN VORTY FORCING: PRESSURE S*-2,,401,,,,
2,31216,INT VORTY FORCING: ADVECTION CM S*-2,,401,,,,
2,31217,INT VORTY FORCING: HOR DIFFN CM S*-2,,401,,,,
2,31218,INT VORTY FORCING: VRT DIFFN CM S*-2,,401,,,,
2,31219,INT VORTY FORCING: CORIOLIS CM S*-2,,401,,,,
2,31220,INT VORTY FORCING: BOTTOM P CM S*-2,,404,,,,
2,31290,INT VORTY FORCING: BOTTOM P CM S*-2,,401,403,,,
2,32201,AICE INC. DUE TO DYNAMICS FRACT/TS,s-1,,503,tendency_of_sea_ice_area_fraction_due_to_dynamics,user_delta_t,
2,32202,HICE INC. DUE TO DYNAMICS M/TS,m s-1,,503,tendency_of_sea_ice_thickness_due_to_dynamics,user_delta_t,
2,32203,GBM SNOWDEPTH DYNAMIC INC M/TS,,403,503,,,
2,32203,HSNOW INC. DUE TO DYNAMICS M/TS,,,402,,,
2,32204,HICE INC. DUE TO DIFFUSION M/TS,,,,,,
2,32205,INTERNAL ICE PRESSURE (N.M-2),,,404.1,,,
2,32206,ICE STRENGTH (N.M-2),,,404.1,,,
2,32207,UICE INC. DUE TO CAV FLUID (M.S-1),,,404.1,,,
2,32208,VICE INC. DUE TO CAV FLUID (M.S-1),,,404.1,,,
2,32209,U COMP TOTAL SURFACE CURRENT(M.S-1),,,404.1,,,
2,32209,U COMPONENT OF ICE VELOCITY (M.S-1),m s-1,405,,eastward_sea_ice_velocity,,
2,32210,V COMP TOTAL SURFACE CURRENT(M.S-1),,,404.1,,,
2,32210,V COMPONENT OF ICE VELOCITY (M.S-1),m s-1,405,,northward_sea_ice_velocity,,
2,32211,AICE INC. (THERMODYNAMIC) FRACT/TS,s-1,,,tendency_of_sea_ice_area_fraction_due_to_thermodynamics,user_delta_t,
2,32212,HICE INC. (THERMODYNAMIC) M/TS,m s-1,,,tendency_of_sea_ice_thickness_due_to_thermodynamics,user_delta_t,
2,32213,GBM SNOWDEPTH THERMODYNAMIC INC M/TS,,403,,,,
2,32213,HSNOW INC. (THERMODYNAMIC) M/TS,,,402,,,
2,32214,GBM HTN INTO ICE BUDGET W/M**2,,,,,,
2,32215,SNOWRATE WHERE ICY KG M**-2 S**-1,,,,,,
2,32216,OCN TOP-LEVEL TEMPERATURE K,,,,,,
2,32217,GBM HTN INTO OCN WHERE ICY W/M**2,,,,,,
2,32218,GBM SNOWDEPTH ON SEA-ICE M,,403,,,,
2,32219,U CPT OF OCEAN STRESS ON ICE Pa,Pa,405,,downward_eastward_stress_at_sea_ice_base,,
2,32220,V CPT OF OCEAN STRESS ON ICE Pa,Pa,405,,downward_northward_stress_at_sea_ice_base,,
2,32221,U CPT OF CORIOLIS STRESS ON ICE Pa,,405,,,,
2,32222,V CPT OF CORIOLIS STRESS ON ICE Pa,,405,,,,
2,32223,d/dt AICE DYNAMICS s-1,,405,503,,,
2,32224,d/dt HICE DYNAMICS m s-1,,405,503,,,
2,32225,d/dt GBM SNOWDEPTH DYNAMICS m s-1,,405,503,,,
2,32226,d/dt HICE DIFFUSION m s-1,,405,,,,
2,32227,d/dt AICE THERMODYN s-1,,405,,,,
2,32228,d/dt HICE THERMODYN m s-1,,405,,,,
2,32229,d/dt GBM SNOWDEPTH THERMODYN m s-1,,405,,,,
2,32230,U CPT OF INTERNAL ICE STRESS Pa,,405,,,,
2,32231,V CPT OF INTERNAL ICE STRESS Pa,,405,,,,
2,35101,POTENTIAL TEMPERATURE (OCEAN) DEG.C,,,,,,
2,35102,SALINITY (OCEAN) (PSU-35)/1000,,,,,,
2,35121,BAROCLINIC U_VELOCITY (OCEAN) CM/S,,,,,,
2,35122,BAROCLINIC V_VELOCITY (OCEAN) CM/S,,,,,,
2,35130,STREAMFUNCTION (OCEAN) CM3/S,,,,,,
2,35134,SURFACE ELEVATION (OCEAN) CM,,,,,,
2,35135,BAROTROPIC U_VELOCITY (OCEAN) CM/S,,,,,,
2,35136,BAROTROPIC V_VELOCITY (OCEAN) CM/S,,,,,,
2,35137,MIXED LAYER DEPTH (OCEAN) M,,,,,,
2,35201,OCEAN ASSIM SRFC. HEIGHT WEIGHTS,,,,,,
2,35202,OCEAN ASSIM MIXED LAYER DEPTH WTS,,,,,,
2,35203,OCEAN ASSIM SRFC. TEMP. WEIGHTS,,,,,,
2,35204,OCEAN ASSIM POT. TEMP. WEIGHTS,,,,,,
2,35205,OCEAN ASSIM SALINE WEIGHTS,,,,,,
2,35206,OCEAN ASSIM VELOCITY WEIGHTS,,,,,,
2,35211,OCEAN ASSIM SRFC. HEIGHT INCREMENTS,,401,,,,
2,35213,OCEAN ASSIM SRFC. TEMP. INCREMENTS,,,,,,
2,35214,OCEAN ASSIM POT. TEMP. INCREMENTS,,,,,,
2,35215,OCEAN ASSIM SALINE INCREMENTS,,401,,,,
2,35221,OCN ASSM MERID VEL. INCS AFTER SHGHT,,401,,,,
2,35224,OCN ASSM MERID VEL. INCS AFTER THRML,,,,,,
2,35225,OCN ASSM MERID VEL. INCS AFTER SALIN,,401,,,,
2,35231,OCN ASSM ZONAL VEL. INCS AFTER SHGHT,,401,,,,
2,35234,OCN ASSM ZONAL VEL. INCS AFTER THRML,,,,,,
2,35235,OCN ASSM ZONAL VEL. INCS AFTER SALIN,,401,,,,
2,35241,OCN ASSM PRESS. INCS AFTER SHGHT ANA,,401,,,,
2,35244,OCN ASSM PRESS. INCS AFTER THRML ANA,,,,,,
2,35245,OCN ASSM PRESS. INCS AFTER SALIN ANA,,401,,,,
2,35251,OCN ASSM PTM INCR AFTER SRF HGT ANAL,,401,,,,
2,35254,OCN ASSM SAL INCR AFTER SRF HGT ANAL,,401,,,,
2,35255,OCN ASSM VRT DISP AFTER SRF HGT ANAL,,404,,,,
2,41101,CM1: POTENTIAL TEMP. (OCEAN) DEG.C,,,,,,
2,41102,CM1: SALINITY (OCEAN) (PSU-35)/1000,,,,,,
2,41103,CM1: OCN EXTRACER 1: CON TCO2,,,,,,
2,41104,CM1: OCN EXTRACER 2: CON ALKALINITY,,,,,,
2,41105,CM1: OCN EXTRACER 3: CON NUTRIENT,,,,,,
2,41106,CM1: OCN EXTRACER 4: CON PHYTOPLNKT,,,,,,
2,41107,CM1: OCN EXTRACER 5: CON ZOOPLNKTN,,,,,,
2,41108,CM1: OCN EXTRACER 6: CON DETRITUS,,,,,,
2,41109,CM1: OCN EXTRACER 7: CON TRITIUM,,,,,,
2,41110,CM1: OCN EXTRACER 8: CON 3H+3HE,,,,,,
2,41111,CM1: OCN EXTRACER 9: CON CFC11,,,,,,
2,41112,CM1: OCN EXTRACER 10: CON CFC12,,,,,,
2,41113,CM1: OCN EXTRACER 11: CON CFC13,,,,,,
2,41114,CM1: OCN EXTRACER 12: CON CARBON14,,,,,,
2,41115,CM1: OCN EXTRACER 13: CON -------,,,,,,
2,41116,CM1: OCN EXTRACER 14: CON -------,,,,,,
2,41117,CM1: OCN EXTRACER 15: CON -------,,,,,,
2,41118,CM1: OCN EXTRACER 16: CON -------,,,,,,
2,41119,CM1: OCN EXTRACER 17: CON -------,,,,,,
2,41120,CM1: OCN EXTRACER 18: CON -------,,,,,,
2,41121,CM1: BAROCLINIC U_VEL (OCEAN) CM/S,,,,,,
2,41122,CM1: BAROCLINIC V_VEL (OCEAN) CM/S,,,,,,
2,41130,CM1: STREAMFUNCTION (OCEAN) CM3/S,,,,,,
2,41131,CM1: STREAMFTN (T-1) (OCEAN) CM3/S,,,,,,
2,41132,CM1: STREAMFTN TENDENCY(OC) CM3/S/TS,,,,,,
2,41133,CM1: STREAMFTN TENDENCY(T-1)(OCEAN),,,,,,
2,41134,CM1: SURFACE ELEVATION (OCEAN) CM,,,,,,
2,41135,CM1: BAROTROPIC U_VEL (OCEAN) CM/S,,,,,,
2,41136,CM1: BAROTROPIC V_VEL (OCEAN) CM/S,,,,,,
2,41137,CM1: MIXED LAYER DEPTH (OCEAN) M,,,,,,
2,41139,CM1: ISX OCEAN/ICE STRESS(ICE) N/M2,,,,,,
2,41140,CM1: ISY OCEAN/ICE STRESS(ICE) N/M2,,,,,,
2,41141,CM1: SNOW DEPTH (OCEAN) M,,,,,,
2,41142,CM1: GBM CARYHEAT MISC HEAT FLX(ICE),,,,,,
2,41143,CM1: GBM HEAT FLUX:OCEAN TO ICE(OCN),,,,,,
2,41144,CM1: RATE OF SAL CHANGE (ICE) PSU/S,,,,,,
2,41145,CM1: ICY : TRUE IF SOME ICE,,,,,,
2,41146,CM1: AICE : ICE CONCENTRATION,,,,,,
2,41147,CM1: HICE : MEAN ICE DEPTH M,,,,,,
2,41148,CM1: ICE U_VELOCITY M/S,,,,,,
